name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Gasoleather Lorenzo Pazzaglia (unisex) ~ 2024,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Gasoleather-99168.html,8,2696,2024,362,2704,-2688,0.0016814797021378336,0.0029585798816568047,363.0,425.0,0.0035113657364627612
Leather Jardin Zara (unisex) ~ 2024,https://www.fragrantica.com/perfume/Zara/Leather-Jardin-90140.html,28,2696,2024,363,2724,-2668,0.00648570742253185,0.010279001468428781,364.0,424.0,0.007180997974590314
A Wondrous Flight Mes Bisous (unisex) ~ 2024,https://www.fragrantica.com/perfume/Mes-Bisous/A-Wondrous-Flight-91357.html,21,2696,2024,364,2717,-2675,0.0048042277203939054,0.007729112992270887,365.0,423.0,0.0058997050147492625
1907 Boadicea the Victorious (unisex) ~ 2024,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/1907-97551.html,13,2696,2024,365,2709,-2683,0.0028825366322363655,0.004798818752307124,366.0,422.0,0.004431314623338257
Star Chaser Thomas Kosmala (unisex) ~ 2024,https://www.fragrantica.com/perfume/Thomas-Kosmala/Star-Chaser-94847.html,10,2696,2024,366,2706,-2686,0.0021619024741772463,0.003695491500369549,367.0,421.0,0.0038795492333271752
Gasolin Rammstein (unisex) ~ 2024,https://www.fragrantica.com/perfume/Rammstein/Gasolin-89607.html,11,2696,2024,367,2707,-2685,0.0024021138601969527,0.004063538973032878,368.0,420.0,0.004063538973032878
The Icon Attitude Antonio Banderas (male) ~ 2024,https://www.fragrantica.com/perfume/Antonio-Banderas/The-Icon-Attitude-95493.html,13,2696,2024,368,2709,-2683,0.0028825366322363655,0.004798818752307124,369.0,419.0,0.004431314623338257
Solo Vulcan Loewe (male) ~ 2024,https://www.fragrantica.com/perfume/Loewe/Solo-Vulcan-89703.html,11,2696,2024,369,2707,-2685,0.0024021138601969527,0.004063538973032878,370.0,418.0,0.004063538973032878
Voluptuous Oud Francesca Bianchi (unisex) ~ 2024,https://www.fragrantica.com/perfume/Francesca-Bianchi/Voluptuous-Oud-98433.html,10,2696,2024,370,2706,-2686,0.0021619024741772463,0.003695491500369549,371.0,417.0,0.0038795492333271752
New Look 2024 Dior (unisex) ~ 2024,https://www.fragrantica.com/perfume/Dior/New-Look-2024-88939.html,10,2696,2024,371,2706,-2686,0.0021619024741772463,0.003695491500369549,372.0,416.0,0.0038795492333271752
Caipi d' Argent Condé Parfum (unisex) ~ 2023,https://www.fragrantica.com/perfume/Conde-Parfum/Caipi-d-Argent-79627.html,8,2696,2023,372,2704,-2688,0.0016814797021378336,0.0029585798816568047,373.0,415.0,0.0035113657364627612
Odyssey Mega Man Armaf (male) ~ 2023,https://www.fragrantica.com/perfume/Armaf/Odyssey-Mega-Man-83133.html,12,2696,2023,373,2708,-2684,0.002642325246216659,0.004431314623338257,374.0,414.0,0.004247460757156048
Suscepto Spiritica (unisex) ~ 2024,https://www.fragrantica.com/perfume/Spiritica/Suscepto-90880.html,10,2696,2024,374,2706,-2686,0.0021619024741772463,0.003695491500369549,375.0,413.0,0.0038795492333271752
Terra Moka Superfumista (unisex) ~ 2024,https://www.fragrantica.com/perfume/Superfumista/Terra-Moka-90774.html,7,2696,2024,375,2703,-2689,0.0014412683161181272,0.002589715131335553,376.0,412.0,0.0033271719038817007
Arabians Musk Montale (unisex) ~ 2024,https://www.fragrantica.com/perfume/Montale/Arabians-Musk-97829.html,14,2696,2024,376,2710,-2682,0.003122748018256072,0.0051660516605166054,377.0,411.0,0.0046151006091932805
Depth of the soul Bruno Perrucci Parfums (unisex) ~ 2024,https://www.fragrantica.com/perfume/Bruno-Perrucci-Parfums/Depth-of-the-soul-90021.html,9,2696,2024,377,2705,-2687,0.00192169108815754,0.0033271719038817007,378.0,410.0,0.003695491500369549
Revolución Carner Barcelona (unisex) ~ 2023,https://www.fragrantica.com/perfume/Carner-Barcelona/Revolucion-80484.html,9,2696,2023,378,2705,-2687,0.00192169108815754,0.0033271719038817007,379.0,409.0,0.003695491500369549
The Wedding Velvet Santal | 35 Kayali Fragrances (male) ~ 2023,https://www.fragrantica.com/perfume/Kayali-Fragrances/The-Wedding-Velvet-Santal-35-83207.html,9,2696,2023,379,2705,-2687,0.00192169108815754,0.0033271719038817007,380.0,408.0,0.003695491500369549
Reasons Amouage (unisex) ~ 2024,https://www.fragrantica.com/perfume/Amouage/Reasons-97925.html,9,2696,2024,380,2705,-2687,0.00192169108815754,0.0033271719038817007,381.0,407.0,0.003695491500369549
L'Eau Kenzo Glacée Pour Homme Kenzo (male) ~ 2024,https://www.fragrantica.com/perfume/Kenzo/L-Eau-Kenzo-Glacee-Pour-Homme-93681.html,9,2696,2024,381,2705,-2687,0.00192169108815754,0.0033271719038817007,382.0,406.0,0.003695491500369549
Aqua Memorabilis Jovoy Paris (unisex) ~ 2024,https://www.fragrantica.com/perfume/Jovoy-Paris/Aqua-Memorabilis-92542.html,9,2696,2024,382,2705,-2687,0.00192169108815754,0.0033271719038817007,383.0,405.0,0.003695491500369549
Paccino Henry Jacques (unisex) ~ 2024,https://www.fragrantica.com/perfume/Henry-Jacques/Paccino-93899.html,8,2696,2024,383,2704,-2688,0.0016814797021378336,0.0029585798816568047,384.0,404.0,0.0035113657364627612
Akigala Mandarino New Notes (unisex) ~ 2024,https://www.fragrantica.com/perfume/New-Notes/Akigala-Mandarino-96578.html,6,2696,2024,384,2702,-2690,0.0012010569300984208,0.0022205773501110288,385.0,403.0,0.0031429099648733593
Ajyal The Spirit of Dubai (unisex) ~ 2023,https://www.fragrantica.com/perfume/The-Spirit-of-Dubai/Ajyal-85152.html,8,2696,2023,385,2704,-2688,0.0016814797021378336,0.0029585798816568047,386.0,402.0,0.0035113657364627612
Hermessence Oud Alezan Hermès (unisex) ~ 2024,https://www.fragrantica.com/perfume/Hermes/Hermessence-Oud-Alezan-89327.html,22,2696,2024,386,2718,-2674,0.005044439106413612,0.008094186902133923,387.0,401.0,0.00608294930875576
Najdia Intense Lattafa Perfumes (male) ~ 2024,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Najdia-Intense-100128.html,21,2696,2024,387,2717,-2675,0.0048042277203939054,0.007729112992270887,388.0,400.0,0.0058997050147492625
