,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
2328,Oud for Greatness Initio 2018,Layton Parfums de Marly 2016,0.728,0.964,0.973,0.963
2329,Oud for Greatness Initio 2018,Le Mâle Elixir Jean Paul Gaultier 2023,0.437,0.997,0.999,0.941
2330,Oud for Greatness Initio 2018,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.697,0.942,0.928,0.933
2331,Oud for Greatness Initio 2018,Legend Montblanc 2011 EAU DE TOILETTE,0.419,0.643,0.725,0.943
2332,Oud for Greatness Initio 2018,Legend Montblanc 2020 EAU DE PARFUM,0.494,0.628,0.762,0.945
2333,Oud for Greatness Initio 2018,Les Royales Exclusives - Spice and Wood Creed 2010,0.65,0.83,0.842,0.998
2334,Oud for Greatness Initio 2018,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.228,0.336,0.3,0.921
2335,Oud for Greatness Initio 2018,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.278,0.983,0.962,0.773
2336,Oud for Greatness Initio 2018,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.431,0.773,0.808,0.933
2337,Oud for Greatness Initio 2018,Mandarino di Amalfi Acqua Tom Ford 2017,0.075,0.545,0.399,0.939
2338,Oud for Greatness Initio 2018,Millésime Impérial Creed 1994,0.24,0.669,0.521,0.993
2339,Oud for Greatness Initio 2018,Mousse Illuminée Rogue 2018,0.473,0.79,0.812,0.984
2340,Oud for Greatness Initio 2018,Mugler Cologne Mugler 2001,0.057,0.477,0.435,0.932
2341,Oud for Greatness Initio 2018,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.764,0.995,0.997,0.97
2342,Oud for Greatness Initio 2018,Myslf Yves Saint Laurent 2023,0.44,0.695,0.747,0.919
2343,Oud for Greatness Initio 2018,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.046,0.572,0.333,0.941
2344,Oud for Greatness Initio 2018,Oliver Strangers Parfumerie 2018,0.303,0.546,0.494,0.963
2345,Oud for Greatness Initio 2018,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.537,0.982,0.996,0.999
2346,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.49,0.994,0.995,0.863
2347,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.626,0.996,0.99,0.851
2348,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.522,0.989,0.907,0.909
2349,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.191,0.687,0.647,0.944
2350,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Althaïr Parfums de Marly 2023,0.577,0.996,0.986,0.954
2351,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.632,0.961,0.99,0.806
2352,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.471,0.754,0.709,0.957
2353,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Angels' Share Kilian 2020,0.692,0.995,0.98,0.91
2354,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.202,0.611,0.527,0.947
2355,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.603,0.998,0.999,0.926
2356,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.667,0.947,0.983,0.959
2357,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Artisan Pure John Varvatos 2017,0.187,0.56,0.331,0.958
2358,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Aventus Creed 2010,0.417,0.852,0.743,0.942
2359,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Awake Akro 2018,0.676,0.888,0.996,0.92
2360,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.427,0.781,0.755,0.853
2361,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Bentley for Men Absolute Bentley 2014,0.903,0.977,1.0,0.976
2362,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.199,0.559,0.466,0.917
2363,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.393,0.742,0.746,0.932
2364,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Bon Monsieur Rogue 2020,0.476,0.812,0.77,0.977
2365,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.943,0.988,0.994,0.959
2366,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.688,0.935,0.962,0.945
2367,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.233,0.532,0.487,0.906
2368,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Chrome Extrême Azzaro 2020,0.112,0.637,0.46,0.913
2369,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.801,0.978,0.99,0.974
2370,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Club Black Mercedes-Benz 2017,0.666,0.994,0.991,0.967
2371,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.368,0.7,0.516,0.98
2372,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Dark Akro 2018,0.845,0.964,1.0,0.913
2373,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Dior Homme Cologne Dior 2013,0.023,0.521,0.359,0.954
2374,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.396,0.73,0.687,0.957
2375,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Dior Homme Intense Dior 2011,0.563,0.995,1.0,0.996
2376,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Dior Homme Parfum Dior 2014,0.571,0.996,0.999,0.995
2377,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.28,0.571,0.582,0.776
2378,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.246,0.466,0.456,0.774
2379,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.15,0.715,0.396,0.788
2380,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.733,0.995,0.982,0.956
2381,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.204,0.955,0.862,0.819
2382,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Explorer Montblanc 2019,0.364,0.694,0.726,0.925
2383,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.112,0.462,0.594,0.885
2384,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.666,0.999,0.994,0.965
2385,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.451,0.711,0.745,0.989
2386,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.658,0.81,0.794,0.967
2387,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Haltane Parfums de Marly 2021,0.853,0.996,0.998,0.982
2388,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.719,0.897,0.986,0.936
2389,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Herod Parfums de Marly 2012,0.788,0.999,0.991,0.991
2390,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Hugo Iced Hugo Boss 2017,0.162,0.46,0.451,0.939
2391,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.189,0.799,0.689,0.809
2392,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Invictus Victory Paco Rabanne 2021,0.471,0.985,0.985,0.855
2393,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.304,0.497,0.436,0.863
2394,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.313,0.637,0.525,0.967
2395,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.727,0.992,0.966,0.942
2396,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Layton Parfums de Marly 2016,0.664,0.978,0.98,0.947
2397,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.452,0.996,0.999,0.921
2398,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.584,0.958,0.939,0.911
2399,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.417,0.695,0.746,0.925
2400,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Legend Montblanc 2020 EAU DE PARFUM,0.49,0.682,0.782,0.927
2401,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Les Royales Exclusives - Spice and Wood Creed 2010,0.687,0.871,0.859,0.997
2402,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.23,0.393,0.331,0.898
2403,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.319,0.991,0.971,0.771
2404,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.376,0.814,0.826,0.913
2405,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Mandarino di Amalfi Acqua Tom Ford 2017,0.099,0.6,0.428,0.937
2406,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Millésime Impérial Creed 1994,0.243,0.72,0.548,0.986
2407,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Mousse Illuminée Rogue 2018,0.553,0.831,0.83,0.989
2408,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Mugler Cologne Mugler 2001,0.083,0.532,0.464,0.926
2409,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.715,0.998,0.999,0.977
2410,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Myslf Yves Saint Laurent 2023,0.456,0.741,0.768,0.896
2411,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.074,0.622,0.363,0.94
2412,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Oliver Strangers Parfumerie 2018,0.348,0.605,0.522,0.959
2413,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.53,0.994,0.998,0.996
2414,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,Oud for Greatness Initio 2018,0.912,0.996,0.999,0.998
2415,Percival Parfums de Marly 2018,1 Million Elixir Paco Rabanne 2022,0.37,0.62,0.699,0.971
2416,Percival Parfums de Marly 2018,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.435,0.656,0.751,0.971
2417,Percival Parfums de Marly 2018,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.664,0.74,0.884,0.985
2418,Percival Parfums de Marly 2018,Acqua di Giò Parfum Giorgio Armani 2023,0.904,0.993,0.999,0.979
2419,Percival Parfums de Marly 2018,Althaïr Parfums de Marly 2023,0.284,0.692,0.531,0.936
2420,Percival Parfums de Marly 2018,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.408,0.812,0.741,0.662
2421,Percival Parfums de Marly 2018,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.758,0.98,0.997,0.983
2422,Percival Parfums de Marly 2018,Angels' Share Kilian 2020,0.349,0.584,0.509,0.811
2423,Percival Parfums de Marly 2018,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.888,0.996,0.983,0.999
2424,Percival Parfums de Marly 2018,Armani Code Absolu pour Homme Giorgio Armani 2019,0.399,0.688,0.667,0.995
2425,Percival Parfums de Marly 2018,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.67,0.828,0.778,0.995
2426,Percival Parfums de Marly 2018,Artisan Pure John Varvatos 2017,0.734,0.989,0.916,0.994
2427,Percival Parfums de Marly 2018,Aventus Creed 2010,0.763,0.948,0.993,0.993
2428,Percival Parfums de Marly 2018,Awake Akro 2018,0.474,0.872,0.721,0.822
2429,Percival Parfums de Marly 2018,Bad Boy Cobalt Carolina Herrera 2022,0.716,0.973,0.988,0.977
2430,Percival Parfums de Marly 2018,Bentley for Men Absolute Bentley 2014,0.338,0.776,0.646,0.916
2431,Percival Parfums de Marly 2018,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.807,0.991,0.967,0.84
2432,Percival Parfums de Marly 2018,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.941,0.983,0.993,0.997
2433,Percival Parfums de Marly 2018,Bon Monsieur Rogue 2020,0.63,0.967,0.986,0.915
2434,Percival Parfums de Marly 2018,Boss Bottled Elixir Hugo Boss 2023,0.363,0.743,0.591,0.959
2435,Percival Parfums de Marly 2018,Boss Bottled Parfum Hugo Boss 2022,0.712,0.851,0.809,0.992
2436,Percival Parfums de Marly 2018,Chrome Azzaro 1996 EAU DE TOILETTE,0.912,0.985,0.972,0.994
2437,Percival Parfums de Marly 2018,Chrome Extrême Azzaro 2020,0.827,0.991,0.968,0.994
2438,Percival Parfums de Marly 2018,Cigar Rum Strangers Parfumerie 2017,0.45,0.757,0.742,0.878
2439,Percival Parfums de Marly 2018,Club Black Mercedes-Benz 2017,0.301,0.706,0.559,0.96
2440,Percival Parfums de Marly 2018,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.936,0.993,0.981,0.961
2441,Percival Parfums de Marly 2018,Dark Akro 2018,0.369,0.73,0.647,0.805
2442,Percival Parfums de Marly 2018,Dior Homme Cologne Dior 2013,0.767,0.982,0.931,0.979
2443,Percival Parfums de Marly 2018,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.659,0.974,0.999,0.993
2444,Percival Parfums de Marly 2018,Dior Homme Intense Dior 2011,0.273,0.649,0.66,0.961
2445,Percival Parfums de Marly 2018,Dior Homme Parfum Dior 2014,0.264,0.628,0.644,0.948
2446,Percival Parfums de Marly 2018,Eau Parfumée au Thé Blanc Bvlgari 2003,0.794,0.989,0.992,0.678
2447,Percival Parfums de Marly 2018,Eau Parfumée au Thé Vert Bvlgari 1992,0.735,0.965,0.963,0.665
2448,Percival Parfums de Marly 2018,Eau de Soleil Blanc Tom Ford 2017,0.408,0.974,0.935,0.719
2449,Percival Parfums de Marly 2018,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.363,0.605,0.514,0.997
2450,Percival Parfums de Marly 2018,Eros Versace 2020 EAU DE PARFUM,0.753,0.825,0.95,0.968
2451,Percival Parfums de Marly 2018,Explorer Montblanc 2019,0.837,0.995,0.995,0.997
2452,Percival Parfums de Marly 2018,First Instinct Together Man Abercrombie & Fitch 2020,0.729,0.929,0.991,0.966
2453,Percival Parfums de Marly 2018,Gentleman Givenchy Réserve Privée Givenchy 2022,0.369,0.659,0.58,0.96
2454,Percival Parfums de Marly 2018,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.8,0.975,0.993,0.951
2455,Percival Parfums de Marly 2018,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.764,0.928,0.979,0.989
2456,Percival Parfums de Marly 2018,Haltane Parfums de Marly 2021,0.45,0.708,0.697,0.934
2457,Percival Parfums de Marly 2018,Hero Burberry 2022 EAU DE PARFUM,0.489,0.88,0.712,0.997
2458,Percival Parfums de Marly 2018,Herod Parfums de Marly 2012,0.406,0.668,0.557,0.968
2459,Percival Parfums de Marly 2018,Hugo Iced Hugo Boss 2017,0.877,0.962,0.967,0.997
2460,Percival Parfums de Marly 2018,Invictus Platinum Paco Rabanne 2022,0.712,0.948,0.995,0.947
2461,Percival Parfums de Marly 2018,Invictus Victory Paco Rabanne 2021,0.687,0.746,0.774,0.982
2462,Percival Parfums de Marly 2018,Jimmy Choo Man Aqua Jimmy Choo 2022,0.828,0.963,0.962,0.982
2463,Percival Parfums de Marly 2018,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.92,0.999,0.984,0.993
2464,Percival Parfums de Marly 2018,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.585,0.713,0.829,0.999
2465,Percival Parfums de Marly 2018,Layton Parfums de Marly 2016,0.562,0.769,0.788,0.998
2466,Percival Parfums de Marly 2018,Le Mâle Elixir Jean Paul Gaultier 2023,0.266,0.643,0.646,0.986
2467,Percival Parfums de Marly 2018,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.569,0.827,0.877,0.993
2468,Percival Parfums de Marly 2018,Legend Montblanc 2011 EAU DE TOILETTE,0.849,0.992,0.99,0.997
2469,Percival Parfums de Marly 2018,Legend Montblanc 2020 EAU DE PARFUM,0.844,0.99,0.972,0.996
2470,Percival Parfums de Marly 2018,Les Royales Exclusives - Spice and Wood Creed 2010,0.788,0.898,0.95,0.943
2471,Percival Parfums de Marly 2018,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.913,0.949,0.915,0.99
2472,Percival Parfums de Marly 2018,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.251,0.718,0.822,0.693
2473,Percival Parfums de Marly 2018,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.737,0.964,0.967,0.992
2474,Percival Parfums de Marly 2018,Mandarino di Amalfi Acqua Tom Ford 2017,0.828,0.997,0.949,0.874
2475,Percival Parfums de Marly 2018,Millésime Impérial Creed 1994,0.887,0.986,0.989,0.969
2476,Percival Parfums de Marly 2018,Mousse Illuminée Rogue 2018,0.584,0.915,0.955,0.891
2477,Percival Parfums de Marly 2018,Mugler Cologne Mugler 2001,0.754,0.987,0.964,0.885
2478,Percival Parfums de Marly 2018,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.379,0.671,0.698,0.864
2479,Percival Parfums de Marly 2018,Myslf Yves Saint Laurent 2023,0.718,0.989,0.987,0.982
2480,Percival Parfums de Marly 2018,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.773,0.996,0.933,0.87
2481,Percival Parfums de Marly 2018,Oliver Strangers Parfumerie 2018,0.772,0.986,0.984,0.914
2482,Percival Parfums de Marly 2018,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.3,0.724,0.696,0.958
2483,Percival Parfums de Marly 2018,Oud for Greatness Initio 2018,0.405,0.6,0.638,0.952
2484,Percival Parfums de Marly 2018,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.391,0.651,0.662,0.934
2485,Play Intense Givenchy 2008 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.755,0.973,0.998,0.991
2486,Play Intense Givenchy 2008 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.856,0.985,0.995,0.991
2487,Play Intense Givenchy 2008 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.767,0.995,0.928,0.986
2488,Play Intense Givenchy 2008 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.144,0.789,0.684,0.953
2489,Play Intense Givenchy 2008 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.889,0.993,0.976,0.929
2490,Play Intense Givenchy 2008 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.706,0.984,0.996,0.654
2491,Play Intense Givenchy 2008 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.559,0.847,0.745,0.978
2492,Play Intense Givenchy 2008 EAU DE TOILETTE,Angels' Share Kilian 2020,0.951,0.962,0.968,0.799
2493,Play Intense Givenchy 2008 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.141,0.72,0.569,0.989
2494,Play Intense Givenchy 2008 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.892,0.991,0.998,0.994
2495,Play Intense Givenchy 2008 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.748,0.988,0.992,0.98
2496,Play Intense Givenchy 2008 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.079,0.675,0.377,0.986
2497,Play Intense Givenchy 2008 EAU DE TOILETTE,Aventus Creed 2010,0.338,0.922,0.776,0.975
2498,Play Intense Givenchy 2008 EAU DE TOILETTE,Awake Akro 2018,0.806,0.937,0.999,0.809
2499,Play Intense Givenchy 2008 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.517,0.856,0.788,0.995
2500,Play Intense Givenchy 2008 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.385,0.99,0.997,0.865
2501,Play Intense Givenchy 2008 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.136,0.676,0.51,0.834
2502,Play Intense Givenchy 2008 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.259,0.837,0.778,0.984
2503,Play Intense Givenchy 2008 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.242,0.889,0.802,0.87
2504,Play Intense Givenchy 2008 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.569,0.989,0.99,0.922
2505,Play Intense Givenchy 2008 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.604,0.976,0.974,0.972
2506,Play Intense Givenchy 2008 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.197,0.647,0.531,0.991
2507,Play Intense Givenchy 2008 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.102,0.744,0.503,0.986
2508,Play Intense Givenchy 2008 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.601,0.978,0.996,0.852
2509,Play Intense Givenchy 2008 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.866,0.995,0.983,0.953
2510,Play Intense Givenchy 2008 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.246,0.803,0.557,0.947
2511,Play Intense Givenchy 2008 EAU DE TOILETTE,Dark Akro 2018,0.834,0.963,0.997,0.79
2512,Play Intense Givenchy 2008 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.036,0.633,0.405,0.976
2513,Play Intense Givenchy 2008 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.513,0.827,0.723,0.986
2514,Play Intense Givenchy 2008 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.813,0.983,0.998,0.933
2515,Play Intense Givenchy 2008 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.605,0.974,0.997,0.912
2516,Play Intense Givenchy 2008 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.232,0.687,0.623,0.681
2517,Play Intense Givenchy 2008 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.165,0.593,0.501,0.668
2518,Play Intense Givenchy 2008 EAU DE TOILETTE,Eau de Soleil Blanc Tom Ford 2017,0.303,0.815,0.439,0.729
2519,Play Intense Givenchy 2008 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.95,0.972,0.97,0.986
2520,Play Intense Givenchy 2008 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.465,0.981,0.887,0.988
2521,Play Intense Givenchy 2008 EAU DE TOILETTE,Explorer Montblanc 2019,0.235,0.796,0.76,0.987
2522,Play Intense Givenchy 2008 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.305,0.569,0.636,0.982
2523,Play Intense Givenchy 2008 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.865,0.986,0.988,0.923
2524,Play Intense Givenchy 2008 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.237,0.814,0.777,0.911
2525,Play Intense Givenchy 2008 EAU DE TOILETTE,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.598,0.894,0.824,0.978
2526,Play Intense Givenchy 2008 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.701,0.993,0.999,0.888
2527,Play Intense Givenchy 2008 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.672,0.952,0.989,0.992
2528,Play Intense Givenchy 2008 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.902,0.988,0.983,0.946
2529,Play Intense Givenchy 2008 EAU DE TOILETTE,Hugo Iced Hugo Boss 2017,0.114,0.59,0.495,0.994
2530,Play Intense Givenchy 2008 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.431,0.866,0.726,0.975
2531,Play Intense Givenchy 2008 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.667,0.994,0.992,0.994
2532,Play Intense Givenchy 2008 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.14,0.597,0.479,0.991
2533,Play Intense Givenchy 2008 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.192,0.742,0.567,0.98
2534,Play Intense Givenchy 2008 EAU DE TOILETTE,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.809,0.996,0.979,0.992
2535,Play Intense Givenchy 2008 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.855,0.999,0.989,0.991
2536,Play Intense Givenchy 2008 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.864,0.978,0.997,0.992
2537,Play Intense Givenchy 2008 EAU DE TOILETTE,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.759,0.988,0.956,0.999
2538,Play Intense Givenchy 2008 EAU DE TOILETTE,Legend Montblanc 2011 EAU DE TOILETTE,0.407,0.8,0.779,0.987
2539,Play Intense Givenchy 2008 EAU DE TOILETTE,Legend Montblanc 2020 EAU DE PARFUM,0.428,0.776,0.812,0.986
2540,Play Intense Givenchy 2008 EAU DE TOILETTE,Les Royales Exclusives - Spice and Wood Creed 2010,0.408,0.936,0.884,0.907
2541,Play Intense Givenchy 2008 EAU DE TOILETTE,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.165,0.523,0.375,0.998
2542,Play Intense Givenchy 2008 EAU DE TOILETTE,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.743,0.993,0.982,0.703
