,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
1959,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.712,0.974,0.898,0.963
1960,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Angels' Share Kilian 2020,0.634,0.755,0.866,0.912
1961,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.474,0.896,0.769,0.952
1962,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.862,0.954,0.984,0.963
1963,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Aventus Creed 2010,0.583,0.973,0.918,0.945
1964,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Awake Akro 2018,0.676,0.959,0.968,0.922
1965,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.56,0.929,0.927,0.863
1966,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.652,0.913,0.938,0.974
1967,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.575,0.89,0.72,0.921
1968,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.66,0.976,0.935,0.975
1969,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.712,0.88,0.911,0.959
1970,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.814,0.961,0.987,0.949
1971,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.518,0.848,0.736,0.913
1972,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.7,0.883,0.976,0.975
1973,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.531,0.859,0.895,0.972
1974,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Dark Akro 2018,0.64,0.853,0.94,0.915
1975,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.65,0.979,0.885,0.962
1976,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.63,0.82,0.944,0.997
1977,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.615,0.8,0.935,0.995
1978,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.575,0.904,0.809,0.78
1979,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.582,0.851,0.711,0.778
1980,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.64,0.779,0.869,0.961
1981,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.462,0.897,0.978,0.829
1982,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Explorer Montblanc 2019,0.586,0.951,0.91,0.93
1983,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.287,0.727,0.817,0.894
1984,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.739,0.825,0.907,0.965
1985,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.753,0.974,0.921,0.989
1986,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.874,0.863,0.961,0.98
1987,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.74,0.978,0.963,0.942
1988,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.696,0.831,0.894,0.993
1989,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.451,0.908,0.887,0.821
1990,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.599,0.888,0.986,0.864
1991,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.487,0.788,0.701,0.871
1992,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.617,0.91,0.768,0.971
1993,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.733,0.907,0.986,0.952
1994,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.417,0.799,0.937,0.929
1995,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.703,0.916,0.996,0.919
1996,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Legend Montblanc 2011 EAU DE TOILETTE,0.646,0.958,0.921,0.93
1997,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Legend Montblanc 2020 EAU DE PARFUM,0.697,0.941,0.94,0.932
1998,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Les Royales Exclusives - Spice and Wood Creed 2010,0.88,0.99,0.977,0.997
1999,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.518,0.781,0.607,0.906
2000,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.263,0.861,0.994,0.777
2001,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.621,0.979,0.964,0.92
2002,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Millésime Impérial Creed 1994,0.513,0.966,0.786,0.989
2003,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Mousse Illuminée Rogue 2018,0.709,0.972,0.963,0.988
2004,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.704,0.83,0.959,0.976
2005,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Myslf Yves Saint Laurent 2023,0.625,0.962,0.934,0.905
2006,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.359,0.897,0.637,0.944
2007,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Oliver Strangers Parfumerie 2018,0.653,0.909,0.767,0.962
2008,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Oud for Greatness Initio 2018,0.823,0.77,0.935,0.999
2009,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.771,0.814,0.946,1.0
2010,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Percival Parfums de Marly 2018,0.703,0.917,0.868,0.939
2011,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Polo Deep Blue Ralph Lauren 2020,0.516,0.812,0.696,0.942
2012,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Polo Red Parfum Ralph Lauren 2023,0.65,0.988,0.979,0.98
2013,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Reflection Man Amouage 2007,0.612,0.986,0.945,0.98
2014,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Royal Oud Creed 2011,0.909,0.963,0.995,0.992
2015,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Salted Green Mango Strangers Parfumerie 2019,0.556,0.952,0.702,0.958
2016,Sapphire Collection - London Widian / AJ Arabia 2018,1 Million Elixir Paco Rabanne 2022,0.676,0.997,0.998,0.893
2017,Sapphire Collection - London Widian / AJ Arabia 2018,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.728,0.997,0.995,0.877
2018,Sapphire Collection - London Widian / AJ Arabia 2018,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.535,0.985,0.953,0.907
2019,Sapphire Collection - London Widian / AJ Arabia 2018,Acqua di Giò Parfum Giorgio Armani 2023,0.087,0.667,0.725,0.913
2020,Sapphire Collection - London Widian / AJ Arabia 2018,Althaïr Parfums de Marly 2023,0.418,0.995,0.957,0.987
2021,Sapphire Collection - London Widian / AJ Arabia 2018,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.455,0.951,1.0,0.879
2022,Sapphire Collection - London Widian / AJ Arabia 2018,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.475,0.735,0.784,0.972
2023,Sapphire Collection - London Widian / AJ Arabia 2018,Angels' Share Kilian 2020,0.476,0.997,0.947,0.962
2024,Sapphire Collection - London Widian / AJ Arabia 2018,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.146,0.591,0.617,0.938
2025,Sapphire Collection - London Widian / AJ Arabia 2018,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.5,0.94,0.998,0.946
2026,Sapphire Collection - London Widian / AJ Arabia 2018,Aventus Creed 2010,0.453,0.839,0.811,0.917
2027,Sapphire Collection - London Widian / AJ Arabia 2018,Awake Akro 2018,0.347,0.872,0.999,0.968
2028,Sapphire Collection - London Widian / AJ Arabia 2018,Bad Boy Cobalt Carolina Herrera 2022,0.529,0.765,0.824,0.874
2029,Sapphire Collection - London Widian / AJ Arabia 2018,Bentley for Men Absolute Bentley 2014,0.318,0.968,0.989,0.927
2030,Sapphire Collection - London Widian / AJ Arabia 2018,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.171,0.535,0.561,0.969
2031,Sapphire Collection - London Widian / AJ Arabia 2018,Bon Monsieur Rogue 2020,0.226,0.794,0.837,0.948
2032,Sapphire Collection - London Widian / AJ Arabia 2018,Boss Bottled Elixir Hugo Boss 2023,0.453,0.981,0.979,0.917
2033,Sapphire Collection - London Widian / AJ Arabia 2018,Boss Bottled Parfum Hugo Boss 2022,0.676,0.924,0.986,0.919
2034,Sapphire Collection - London Widian / AJ Arabia 2018,Chrome Azzaro 1996 EAU DE TOILETTE,0.14,0.511,0.581,0.895
2035,Sapphire Collection - London Widian / AJ Arabia 2018,Cigar Rum Strangers Parfumerie 2017,0.584,0.969,0.999,0.991
2036,Sapphire Collection - London Widian / AJ Arabia 2018,Club Black Mercedes-Benz 2017,0.435,0.993,0.968,0.989
2037,Sapphire Collection - London Widian / AJ Arabia 2018,Dark Akro 2018,0.386,0.957,0.988,0.962
2038,Sapphire Collection - London Widian / AJ Arabia 2018,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.365,0.709,0.764,0.963
2039,Sapphire Collection - London Widian / AJ Arabia 2018,Dior Homme Intense Dior 2011,0.515,0.996,0.991,0.986
2040,Sapphire Collection - London Widian / AJ Arabia 2018,Dior Homme Parfum Dior 2014,0.696,0.996,0.988,0.973
2041,Sapphire Collection - London Widian / AJ Arabia 2018,Eau Parfumée au Thé Blanc Bvlgari 2003,0.222,0.546,0.669,0.861
2042,Sapphire Collection - London Widian / AJ Arabia 2018,Eau Parfumée au Thé Vert Bvlgari 1992,0.14,0.44,0.552,0.861
2043,Sapphire Collection - London Widian / AJ Arabia 2018,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.503,0.998,0.95,0.951
2044,Sapphire Collection - London Widian / AJ Arabia 2018,Eros Versace 2020 EAU DE PARFUM,0.432,0.951,0.913,0.831
2045,Sapphire Collection - London Widian / AJ Arabia 2018,Explorer Montblanc 2019,0.409,0.674,0.798,0.908
2046,Sapphire Collection - London Widian / AJ Arabia 2018,First Instinct Together Man Abercrombie & Fitch 2020,0.375,0.447,0.685,0.923
2047,Sapphire Collection - London Widian / AJ Arabia 2018,Gentleman Givenchy Réserve Privée Givenchy 2022,0.532,0.998,0.976,0.921
2048,Sapphire Collection - London Widian / AJ Arabia 2018,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.183,0.691,0.813,0.957
2049,Sapphire Collection - London Widian / AJ Arabia 2018,Haltane Parfums de Marly 2021,0.674,0.993,0.996,0.938
2050,Sapphire Collection - London Widian / AJ Arabia 2018,Hero Burberry 2022 EAU DE PARFUM,0.471,0.883,0.989,0.932
2051,Sapphire Collection - London Widian / AJ Arabia 2018,Herod Parfums de Marly 2012,0.6,0.998,0.968,0.989
2052,Sapphire Collection - London Widian / AJ Arabia 2018,Invictus Platinum Paco Rabanne 2022,0.36,0.786,0.767,0.841
2053,Sapphire Collection - London Widian / AJ Arabia 2018,Invictus Victory Paco Rabanne 2021,0.368,0.981,0.996,0.858
2054,Sapphire Collection - London Widian / AJ Arabia 2018,Jimmy Choo Man Aqua Jimmy Choo 2022,0.104,0.473,0.529,0.864
2055,Sapphire Collection - London Widian / AJ Arabia 2018,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.223,0.616,0.615,0.964
2056,Sapphire Collection - London Widian / AJ Arabia 2018,Layton Parfums de Marly 2016,0.698,0.975,0.997,0.944
2057,Sapphire Collection - London Widian / AJ Arabia 2018,Le Mâle Elixir Jean Paul Gaultier 2023,0.372,0.996,0.99,0.942
2058,Sapphire Collection - London Widian / AJ Arabia 2018,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.544,0.953,0.971,0.923
2059,Sapphire Collection - London Widian / AJ Arabia 2018,Legend Montblanc 2011 EAU DE TOILETTE,0.466,0.675,0.817,0.907
2060,Sapphire Collection - London Widian / AJ Arabia 2018,Legend Montblanc 2020 EAU DE PARFUM,0.472,0.658,0.847,0.909
2061,Sapphire Collection - London Widian / AJ Arabia 2018,Les Royales Exclusives - Spice and Wood Creed 2010,0.39,0.856,0.912,0.979
2062,Sapphire Collection - London Widian / AJ Arabia 2018,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.195,0.369,0.425,0.908
2063,Sapphire Collection - London Widian / AJ Arabia 2018,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.59,0.989,0.99,0.863
2064,Sapphire Collection - London Widian / AJ Arabia 2018,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.335,0.799,0.884,0.912
2065,Sapphire Collection - London Widian / AJ Arabia 2018,Millésime Impérial Creed 1994,0.282,0.7,0.637,0.99
2066,Sapphire Collection - London Widian / AJ Arabia 2018,Mousse Illuminée Rogue 2018,0.235,0.813,0.889,0.984
2067,Sapphire Collection - London Widian / AJ Arabia 2018,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.497,0.997,0.996,0.988
2068,Sapphire Collection - London Widian / AJ Arabia 2018,Myslf Yves Saint Laurent 2023,0.413,0.723,0.833,0.921
2069,Sapphire Collection - London Widian / AJ Arabia 2018,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.18,0.602,0.46,0.983
2070,Sapphire Collection - London Widian / AJ Arabia 2018,Oliver Strangers Parfumerie 2018,0.3,0.58,0.614,0.992
2071,Sapphire Collection - London Widian / AJ Arabia 2018,Oud for Greatness Initio 2018,0.551,0.998,0.987,0.987
2072,Sapphire Collection - London Widian / AJ Arabia 2018,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.475,0.999,0.991,0.986
2073,Sapphire Collection - London Widian / AJ Arabia 2018,Percival Parfums de Marly 2018,0.295,0.632,0.741,0.927
2074,Sapphire Collection - London Widian / AJ Arabia 2018,Polo Deep Blue Ralph Lauren 2020,0.254,0.44,0.52,0.915
2075,Sapphire Collection - London Widian / AJ Arabia 2018,Polo Red Parfum Ralph Lauren 2023,0.662,0.768,0.945,0.971
2076,Sapphire Collection - London Widian / AJ Arabia 2018,Reflection Man Amouage 2007,0.442,0.874,0.854,0.969
2077,Sapphire Collection - London Widian / AJ Arabia 2018,Royal Oud Creed 2011,0.419,0.922,0.987,0.961
2078,Sapphire Collection - London Widian / AJ Arabia 2018,Salted Green Mango Strangers Parfumerie 2019,0.345,0.679,0.541,0.989
2079,Sapphire Collection - London Widian / AJ Arabia 2018,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.47,0.798,0.973,0.988
2080,Sartorial Penhaligon's 2010,1 Million Elixir Paco Rabanne 2022,0.402,0.812,0.962,0.813
2081,Sartorial Penhaligon's 2010,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.516,0.843,0.972,0.802
2082,Sartorial Penhaligon's 2010,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.613,0.904,0.991,0.876
2083,Sartorial Penhaligon's 2010,Acqua di Giò Parfum Giorgio Armani 2023,0.361,0.939,0.855,0.944
2084,Sartorial Penhaligon's 2010,Althaïr Parfums de Marly 2023,0.44,0.875,0.876,0.917
2085,Sartorial Penhaligon's 2010,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.625,0.953,0.975,0.756
2086,Sartorial Penhaligon's 2010,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.609,0.967,0.898,0.922
2087,Sartorial Penhaligon's 2010,Angels' Share Kilian 2020,0.515,0.792,0.861,0.869
2088,Sartorial Penhaligon's 2010,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.357,0.874,0.765,0.925
2089,Sartorial Penhaligon's 2010,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.693,0.97,0.986,0.941
2090,Sartorial Penhaligon's 2010,Aventus Creed 2010,0.432,0.977,0.915,0.932
2091,Sartorial Penhaligon's 2010,Awake Akro 2018,0.579,0.957,0.968,0.881
2092,Sartorial Penhaligon's 2010,Bad Boy Cobalt Carolina Herrera 2022,0.496,0.92,0.927,0.81
2093,Sartorial Penhaligon's 2010,Bentley for Men Absolute Bentley 2014,0.625,0.933,0.937,0.992
2094,Sartorial Penhaligon's 2010,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.371,0.866,0.717,0.87
2095,Sartorial Penhaligon's 2010,Bon Monsieur Rogue 2020,0.816,0.975,0.935,0.987
2096,Sartorial Penhaligon's 2010,Boss Bottled Elixir Hugo Boss 2023,0.65,0.905,0.913,0.968
2097,Sartorial Penhaligon's 2010,Boss Bottled Parfum Hugo Boss 2022,0.736,0.975,0.993,0.937
2098,Sartorial Penhaligon's 2010,Chrome Azzaro 1996 EAU DE TOILETTE,0.377,0.821,0.733,0.882
2099,Sartorial Penhaligon's 2010,Cigar Rum Strangers Parfumerie 2017,0.655,0.911,0.978,0.948
2100,Sartorial Penhaligon's 2010,Club Black Mercedes-Benz 2017,0.443,0.884,0.894,0.931
2101,Sartorial Penhaligon's 2010,Dark Akro 2018,0.623,0.867,0.938,0.874
2102,Sartorial Penhaligon's 2010,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.589,0.969,0.884,0.929
2103,Sartorial Penhaligon's 2010,Dior Homme Intense Dior 2011,0.585,0.855,0.943,0.984
2104,Sartorial Penhaligon's 2010,Dior Homme Parfum Dior 2014,0.631,0.84,0.934,0.994
2105,Sartorial Penhaligon's 2010,Eau Parfumée au Thé Blanc Bvlgari 2003,0.526,0.884,0.806,0.722
2106,Sartorial Penhaligon's 2010,Eau Parfumée au Thé Vert Bvlgari 1992,0.489,0.817,0.708,0.716
2107,Sartorial Penhaligon's 2010,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.535,0.812,0.864,0.935
2108,Sartorial Penhaligon's 2010,Eros Versace 2020 EAU DE PARFUM,0.326,0.913,0.976,0.779
2109,Sartorial Penhaligon's 2010,Explorer Montblanc 2019,0.452,0.938,0.909,0.91
2110,Sartorial Penhaligon's 2010,First Instinct Together Man Abercrombie & Fitch 2020,0.22,0.697,0.821,0.836
2111,Sartorial Penhaligon's 2010,Gentleman Givenchy Réserve Privée Givenchy 2022,0.657,0.858,0.907,0.973
2112,Sartorial Penhaligon's 2010,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.608,0.966,0.919,0.993
2113,Sartorial Penhaligon's 2010,Haltane Parfums de Marly 2021,0.757,0.893,0.96,0.993
2114,Sartorial Penhaligon's 2010,Hero Burberry 2022 EAU DE PARFUM,0.674,0.98,0.966,0.909
2115,Sartorial Penhaligon's 2010,Herod Parfums de Marly 2012,0.554,0.861,0.893,0.971
2116,Sartorial Penhaligon's 2010,Invictus Platinum Paco Rabanne 2022,0.346,0.896,0.888,0.753
2117,Sartorial Penhaligon's 2010,Invictus Victory Paco Rabanne 2021,0.491,0.907,0.986,0.82
2118,Sartorial Penhaligon's 2010,Jimmy Choo Man Aqua Jimmy Choo 2022,0.381,0.77,0.696,0.828
2119,Sartorial Penhaligon's 2010,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.461,0.892,0.764,0.945
2120,Sartorial Penhaligon's 2010,Layton Parfums de Marly 2016,0.6,0.926,0.988,0.921
2121,Sartorial Penhaligon's 2010,Le Mâle Elixir Jean Paul Gaultier 2023,0.352,0.828,0.936,0.881
2122,Sartorial Penhaligon's 2010,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.586,0.929,0.995,0.875
2123,Sartorial Penhaligon's 2010,Legend Montblanc 2011 EAU DE TOILETTE,0.523,0.942,0.922,0.907
2124,Sartorial Penhaligon's 2010,Legend Montblanc 2020 EAU DE PARFUM,0.623,0.927,0.943,0.91
2125,Sartorial Penhaligon's 2010,Les Royales Exclusives - Spice and Wood Creed 2010,0.732,0.998,0.978,0.994
2126,Sartorial Penhaligon's 2010,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.345,0.743,0.597,0.86
2127,Sartorial Penhaligon's 2010,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.237,0.884,0.993,0.71
2128,Sartorial Penhaligon's 2010,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.528,0.974,0.964,0.882
2129,Sartorial Penhaligon's 2010,Millésime Impérial Creed 1994,0.36,0.954,0.784,0.964
2130,Sartorial Penhaligon's 2010,Mousse Illuminée Rogue 2018,0.805,0.968,0.967,0.984
2131,Sartorial Penhaligon's 2010,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.599,0.858,0.958,0.96
2132,Sartorial Penhaligon's 2010,Myslf Yves Saint Laurent 2023,0.538,0.95,0.933,0.853
2133,Sartorial Penhaligon's 2010,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.246,0.875,0.631,0.899
2134,Sartorial Penhaligon's 2010,Oliver Strangers Parfumerie 2018,0.509,0.894,0.765,0.924
2135,Sartorial Penhaligon's 2010,Oud for Greatness Initio 2018,0.663,0.804,0.933,0.988
2136,Sartorial Penhaligon's 2010,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.724,0.848,0.944,0.993
2137,Sartorial Penhaligon's 2010,Percival Parfums de Marly 2018,0.552,0.902,0.866,0.911
2138,Sartorial Penhaligon's 2010,Polo Deep Blue Ralph Lauren 2020,0.371,0.782,0.687,0.926
2139,Sartorial Penhaligon's 2010,Polo Red Parfum Ralph Lauren 2023,0.562,0.978,0.988,0.957
2140,Sartorial Penhaligon's 2010,Reflection Man Amouage 2007,0.596,0.994,0.945,0.96
2141,Sartorial Penhaligon's 2010,Royal Oud Creed 2011,0.787,0.981,0.998,0.999
2142,Sartorial Penhaligon's 2010,Salted Green Mango Strangers Parfumerie 2019,0.404,0.935,0.704,0.912
2143,Sartorial Penhaligon's 2010,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.798,0.995,0.998,0.991
2144,Sartorial Penhaligon's 2010,Sapphire Collection - London Widian / AJ Arabia 2018,0.477,0.832,0.975,0.96
2145,Signature Zaharoff 2018 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.508,0.848,0.955,0.863
2146,Signature Zaharoff 2018 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.546,0.874,0.973,0.853
2147,Signature Zaharoff 2018 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.68,0.93,0.987,0.894
2148,Signature Zaharoff 2018 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.428,0.922,0.868,0.982
2149,Signature Zaharoff 2018 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.432,0.905,0.868,0.933
2150,Signature Zaharoff 2018 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.519,0.972,0.971,0.719
2151,Signature Zaharoff 2018 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.76,0.954,0.909,0.94
2152,Signature Zaharoff 2018 EAU DE PARFUM,Angels' Share Kilian 2020,0.531,0.832,0.853,0.852
2153,Signature Zaharoff 2018 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.446,0.853,0.785,0.95
2154,Signature Zaharoff 2018 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.728,0.981,0.983,0.959
2155,Signature Zaharoff 2018 EAU DE PARFUM,Aventus Creed 2010,0.645,0.975,0.927,0.964
2156,Signature Zaharoff 2018 EAU DE PARFUM,Awake Akro 2018,0.537,0.967,0.964,0.865
2157,Signature Zaharoff 2018 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.651,0.916,0.934,0.868
2158,Signature Zaharoff 2018 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.568,0.957,0.931,0.979
2159,Signature Zaharoff 2018 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.463,0.841,0.74,0.853
