,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
1724,Polo Red Parfum Ralph Lauren 2023,Bentley for Men Absolute Bentley 2014,0.361,0.895,0.889,0.951
1725,Polo Red Parfum Ralph Lauren 2023,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.406,0.939,0.755,0.895
1726,Polo Red Parfum Ralph Lauren 2023,Bon Monsieur Rogue 2020,0.382,0.992,0.951,0.952
1727,Polo Red Parfum Ralph Lauren 2023,Boss Bottled Elixir Hugo Boss 2023,0.481,0.862,0.865,0.969
1728,Polo Red Parfum Ralph Lauren 2023,Boss Bottled Parfum Hugo Boss 2022,0.862,0.944,0.982,0.986
1729,Polo Red Parfum Ralph Lauren 2023,Chrome Azzaro 1996 EAU DE TOILETTE,0.428,0.912,0.77,0.973
1730,Polo Red Parfum Ralph Lauren 2023,Cigar Rum Strangers Parfumerie 2017,0.773,0.868,0.949,0.938
1731,Polo Red Parfum Ralph Lauren 2023,Club Black Mercedes-Benz 2017,0.532,0.833,0.839,0.983
1732,Polo Red Parfum Ralph Lauren 2023,Dark Akro 2018,0.543,0.847,0.89,0.872
1733,Polo Red Parfum Ralph Lauren 2023,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.594,0.993,0.909,0.996
1734,Polo Red Parfum Ralph Lauren 2023,Dior Homme Intense Dior 2011,0.486,0.785,0.896,0.992
1735,Polo Red Parfum Ralph Lauren 2023,Dior Homme Parfum Dior 2014,0.413,0.766,0.884,0.982
1736,Polo Red Parfum Ralph Lauren 2023,Eau Parfumée au Thé Blanc Bvlgari 2003,0.48,0.946,0.836,0.741
1737,Polo Red Parfum Ralph Lauren 2023,Eau Parfumée au Thé Vert Bvlgari 1992,0.339,0.905,0.746,0.734
1738,Polo Red Parfum Ralph Lauren 2023,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.605,0.748,0.798,0.996
1739,Polo Red Parfum Ralph Lauren 2023,Eros Versace 2020 EAU DE PARFUM,0.78,0.897,0.975,0.923
1740,Polo Red Parfum Ralph Lauren 2023,Explorer Montblanc 2019,0.639,0.981,0.929,0.982
1741,Polo Red Parfum Ralph Lauren 2023,First Instinct Together Man Abercrombie & Fitch 2020,0.649,0.812,0.862,0.953
1742,Polo Red Parfum Ralph Lauren 2023,Gentleman Givenchy Réserve Privée Givenchy 2022,0.575,0.795,0.857,0.973
1743,Polo Red Parfum Ralph Lauren 2023,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.429,0.987,0.935,0.979
1744,Polo Red Parfum Ralph Lauren 2023,Haltane Parfums de Marly 2021,0.594,0.836,0.921,0.965
1745,Polo Red Parfum Ralph Lauren 2023,Hero Burberry 2022 EAU DE PARFUM,0.686,0.97,0.938,0.989
1746,Polo Red Parfum Ralph Lauren 2023,Herod Parfums de Marly 2012,0.693,0.802,0.836,0.995
1747,Polo Red Parfum Ralph Lauren 2023,Invictus Platinum Paco Rabanne 2022,0.712,0.95,0.917,0.91
1748,Polo Red Parfum Ralph Lauren 2023,Invictus Victory Paco Rabanne 2021,0.712,0.868,0.958,0.946
1749,Polo Red Parfum Ralph Lauren 2023,Jimmy Choo Man Aqua Jimmy Choo 2022,0.317,0.863,0.734,0.949
1750,Polo Red Parfum Ralph Lauren 2023,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.467,0.958,0.797,0.999
1751,Polo Red Parfum Ralph Lauren 2023,Layton Parfums de Marly 2016,0.908,0.883,0.964,0.994
1752,Polo Red Parfum Ralph Lauren 2023,Le Mâle Elixir Jean Paul Gaultier 2023,0.494,0.775,0.89,0.979
1753,Polo Red Parfum Ralph Lauren 2023,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.695,0.911,0.978,0.977
1754,Polo Red Parfum Ralph Lauren 2023,Legend Montblanc 2011 EAU DE TOILETTE,0.81,0.985,0.943,0.982
1755,Polo Red Parfum Ralph Lauren 2023,Legend Montblanc 2020 EAU DE PARFUM,0.72,0.979,0.963,0.982
1756,Polo Red Parfum Ralph Lauren 2023,Les Royales Exclusives - Spice and Wood Creed 2010,0.654,0.974,0.983,0.98
1757,Polo Red Parfum Ralph Lauren 2023,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.468,0.852,0.631,0.97
1758,Polo Red Parfum Ralph Lauren 2023,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.74,0.839,0.965,0.75
1759,Polo Red Parfum Ralph Lauren 2023,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.677,0.993,0.972,0.976
1760,Polo Red Parfum Ralph Lauren 2023,Millésime Impérial Creed 1994,0.548,0.989,0.818,0.994
1761,Polo Red Parfum Ralph Lauren 2023,Mousse Illuminée Rogue 2018,0.409,0.973,0.983,0.947
1762,Polo Red Parfum Ralph Lauren 2023,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.573,0.804,0.916,0.929
1763,Polo Red Parfum Ralph Lauren 2023,Myslf Yves Saint Laurent 2023,0.665,0.99,0.945,0.966
1764,Polo Red Parfum Ralph Lauren 2023,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.365,0.948,0.671,0.922
1765,Polo Red Parfum Ralph Lauren 2023,Oliver Strangers Parfumerie 2018,0.481,0.948,0.803,0.953
1766,Polo Red Parfum Ralph Lauren 2023,Oud for Greatness Initio 2018,0.549,0.741,0.884,0.987
1767,Polo Red Parfum Ralph Lauren 2023,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.499,0.787,0.897,0.977
1768,Polo Red Parfum Ralph Lauren 2023,Percival Parfums de Marly 2018,0.66,0.961,0.889,0.988
1769,Polo Red Parfum Ralph Lauren 2023,Polo Deep Blue Ralph Lauren 2020,0.555,0.877,0.718,0.985
1770,Reflection Man Amouage 2007,1 Million Elixir Paco Rabanne 2022,0.602,0.86,0.822,0.943
1771,Reflection Man Amouage 2007,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.516,0.888,0.857,0.938
1772,Reflection Man Amouage 2007,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.669,0.939,0.957,0.969
1773,Reflection Man Amouage 2007,Acqua di Giò Parfum Giorgio Armani 2023,0.357,0.92,0.976,0.979
1774,Reflection Man Amouage 2007,Althaïr Parfums de Marly 2023,0.536,0.913,0.677,0.962
1775,Reflection Man Amouage 2007,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.717,0.973,0.854,0.74
1776,Reflection Man Amouage 2007,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.875,0.959,0.992,0.989
1777,Reflection Man Amouage 2007,Angels' Share Kilian 2020,0.505,0.839,0.656,0.87
1778,Reflection Man Amouage 2007,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.35,0.858,0.931,0.993
1779,Reflection Man Amouage 2007,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.71,0.987,0.882,0.996
1780,Reflection Man Amouage 2007,Aventus Creed 2010,0.448,0.982,0.995,0.987
1781,Reflection Man Amouage 2007,Awake Akro 2018,0.403,0.969,0.837,0.881
1782,Reflection Man Amouage 2007,Bad Boy Cobalt Carolina Herrera 2022,0.545,0.926,0.998,0.942
1783,Reflection Man Amouage 2007,Bentley for Men Absolute Bentley 2014,0.297,0.956,0.776,0.954
1784,Reflection Man Amouage 2007,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.363,0.843,0.903,0.891
1785,Reflection Man Amouage 2007,Bon Monsieur Rogue 2020,0.537,0.974,0.999,0.955
1786,Reflection Man Amouage 2007,Boss Bottled Elixir Hugo Boss 2023,0.422,0.937,0.732,0.973
1787,Reflection Man Amouage 2007,Boss Bottled Parfum Hugo Boss 2022,0.578,0.991,0.907,0.987
1788,Reflection Man Amouage 2007,Chrome Azzaro 1996 EAU DE TOILETTE,0.418,0.802,0.913,0.973
1789,Reflection Man Amouage 2007,Cigar Rum Strangers Parfumerie 2017,0.4,0.941,0.856,0.935
1790,Reflection Man Amouage 2007,Club Black Mercedes-Benz 2017,0.502,0.921,0.703,0.981
1791,Reflection Man Amouage 2007,Dark Akro 2018,0.408,0.904,0.777,0.868
1792,Reflection Man Amouage 2007,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.841,0.953,0.988,0.995
1793,Reflection Man Amouage 2007,Dior Homme Intense Dior 2011,0.725,0.891,0.787,0.992
1794,Reflection Man Amouage 2007,Dior Homme Parfum Dior 2014,0.641,0.877,0.773,0.983
1795,Reflection Man Amouage 2007,Eau Parfumée au Thé Blanc Bvlgari 2003,0.728,0.859,0.954,0.736
1796,Reflection Man Amouage 2007,Eau Parfumée au Thé Vert Bvlgari 1992,0.575,0.785,0.897,0.728
1797,Reflection Man Amouage 2007,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.5,0.856,0.661,0.996
1798,Reflection Man Amouage 2007,Eros Versace 2020 EAU DE PARFUM,0.53,0.947,0.99,0.922
1799,Reflection Man Amouage 2007,Explorer Montblanc 2019,0.417,0.923,0.995,0.983
1800,Reflection Man Amouage 2007,First Instinct Together Man Abercrombie & Fitch 2020,0.491,0.697,0.961,0.95
1801,Reflection Man Amouage 2007,Gentleman Givenchy Réserve Privée Givenchy 2022,0.648,0.895,0.722,0.976
1802,Reflection Man Amouage 2007,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.438,0.947,0.997,0.981
1803,Reflection Man Amouage 2007,Haltane Parfums de Marly 2021,0.519,0.925,0.819,0.968
1804,Reflection Man Amouage 2007,Hero Burberry 2022 EAU DE PARFUM,0.583,0.988,0.832,0.988
1805,Reflection Man Amouage 2007,Herod Parfums de Marly 2012,0.538,0.899,0.7,0.994
1806,Reflection Man Amouage 2007,Invictus Platinum Paco Rabanne 2022,0.514,0.911,0.988,0.906
1807,Reflection Man Amouage 2007,Invictus Victory Paco Rabanne 2021,0.544,0.939,0.88,0.945
1808,Reflection Man Amouage 2007,Jimmy Choo Man Aqua Jimmy Choo 2022,0.341,0.758,0.891,0.948
1809,Reflection Man Amouage 2007,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.514,0.879,0.931,0.999
1810,Reflection Man Amouage 2007,Layton Parfums de Marly 2016,0.624,0.957,0.89,0.993
1811,Reflection Man Amouage 2007,Le Mâle Elixir Jean Paul Gaultier 2023,0.512,0.875,0.776,0.976
1812,Reflection Man Amouage 2007,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.81,0.959,0.95,0.976
1813,Reflection Man Amouage 2007,Legend Montblanc 2011 EAU DE TOILETTE,0.579,0.929,0.997,0.982
1814,Reflection Man Amouage 2007,Legend Montblanc 2020 EAU DE PARFUM,0.646,0.91,0.994,0.983
1815,Reflection Man Amouage 2007,Les Royales Exclusives - Spice and Wood Creed 2010,0.462,0.998,0.992,0.981
1816,Reflection Man Amouage 2007,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.368,0.716,0.821,0.968
1817,Reflection Man Amouage 2007,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.403,0.923,0.912,0.744
1818,Reflection Man Amouage 2007,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.698,0.975,0.998,0.975
1819,Reflection Man Amouage 2007,Millésime Impérial Creed 1994,0.385,0.944,0.943,0.993
1820,Reflection Man Amouage 2007,Mousse Illuminée Rogue 2018,0.457,0.975,0.993,0.948
1821,Reflection Man Amouage 2007,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.567,0.898,0.818,0.928
1822,Reflection Man Amouage 2007,Myslf Yves Saint Laurent 2023,0.731,0.943,0.998,0.964
1823,Reflection Man Amouage 2007,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.524,0.864,0.847,0.918
1824,Reflection Man Amouage 2007,Oliver Strangers Parfumerie 2018,0.548,0.876,0.933,0.951
1825,Reflection Man Amouage 2007,Oud for Greatness Initio 2018,0.504,0.85,0.769,0.988
1826,Reflection Man Amouage 2007,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.503,0.887,0.789,0.977
1827,Reflection Man Amouage 2007,Percival Parfums de Marly 2018,0.53,0.889,0.981,0.988
1828,Reflection Man Amouage 2007,Polo Deep Blue Ralph Lauren 2020,0.414,0.764,0.882,0.986
1829,Reflection Man Amouage 2007,Polo Red Parfum Ralph Lauren 2023,0.552,0.968,0.959,1.0
1830,Royal Oud Creed 2011,1 Million Elixir Paco Rabanne 2022,0.381,0.904,0.976,0.833
1831,Royal Oud Creed 2011,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.535,0.927,0.982,0.823
1832,Royal Oud Creed 2011,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.586,0.965,0.987,0.893
1833,Royal Oud Creed 2011,Acqua di Giò Parfum Giorgio Armani 2023,0.448,0.878,0.825,0.957
1834,Royal Oud Creed 2011,Althaïr Parfums de Marly 2023,0.437,0.949,0.9,0.921
1835,Royal Oud Creed 2011,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.586,0.985,0.987,0.743
1836,Royal Oud Creed 2011,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.633,0.92,0.873,0.933
1837,Royal Oud Creed 2011,Angels' Share Kilian 2020,0.547,0.893,0.885,0.862
1838,Royal Oud Creed 2011,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.458,0.802,0.731,0.939
1839,Royal Oud Creed 2011,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.75,0.997,0.994,0.954
1840,Royal Oud Creed 2011,Aventus Creed 2010,0.635,0.965,0.892,0.947
1841,Royal Oud Creed 2011,Awake Akro 2018,0.608,0.954,0.98,0.875
1842,Royal Oud Creed 2011,Bad Boy Cobalt Carolina Herrera 2022,0.534,0.892,0.905,0.831
1843,Royal Oud Creed 2011,Bentley for Men Absolute Bentley 2014,0.867,0.978,0.954,0.994
1844,Royal Oud Creed 2011,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.54,0.778,0.682,0.867
1845,Royal Oud Creed 2011,Bon Monsieur Rogue 2020,0.647,0.946,0.914,0.989
1846,Royal Oud Creed 2011,Boss Bottled Elixir Hugo Boss 2023,0.88,0.963,0.934,0.978
1847,Royal Oud Creed 2011,Boss Bottled Parfum Hugo Boss 2022,0.798,0.993,0.996,0.951
1848,Royal Oud Creed 2011,Chrome Azzaro 1996 EAU DE TOILETTE,0.495,0.737,0.7,0.9
1849,Royal Oud Creed 2011,Cigar Rum Strangers Parfumerie 2017,0.785,0.963,0.987,0.943
1850,Royal Oud Creed 2011,Club Black Mercedes-Benz 2017,0.515,0.953,0.916,0.938
1851,Royal Oud Creed 2011,Dark Akro 2018,0.702,0.921,0.954,0.867
1852,Royal Oud Creed 2011,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.537,0.912,0.857,0.941
1853,Royal Oud Creed 2011,Dior Homme Intense Dior 2011,0.475,0.94,0.959,0.988
1854,Royal Oud Creed 2011,Dior Homme Parfum Dior 2014,0.529,0.929,0.952,0.997
1855,Royal Oud Creed 2011,Eau Parfumée au Thé Blanc Bvlgari 2003,0.526,0.795,0.776,0.714
1856,Royal Oud Creed 2011,Eau Parfumée au Thé Vert Bvlgari 1992,0.518,0.709,0.673,0.706
1857,Royal Oud Creed 2011,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.584,0.908,0.889,0.948
1858,Royal Oud Creed 2011,Eros Versace 2020 EAU DE PARFUM,0.394,0.956,0.965,0.803
1859,Royal Oud Creed 2011,Explorer Montblanc 2019,0.624,0.879,0.884,0.926
1860,Royal Oud Creed 2011,First Instinct Together Man Abercrombie & Fitch 2020,0.249,0.624,0.792,0.852
1861,Royal Oud Creed 2011,Gentleman Givenchy Réserve Privée Givenchy 2022,0.599,0.94,0.928,0.981
1862,Royal Oud Creed 2011,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.747,0.906,0.896,0.997
1863,Royal Oud Creed 2011,Haltane Parfums de Marly 2021,0.841,0.961,0.973,0.996
1864,Royal Oud Creed 2011,Hero Burberry 2022 EAU DE PARFUM,0.73,0.978,0.975,0.924
1865,Royal Oud Creed 2011,Herod Parfums de Marly 2012,0.671,0.941,0.915,0.976
1866,Royal Oud Creed 2011,Invictus Platinum Paco Rabanne 2022,0.376,0.881,0.861,0.775
1867,Royal Oud Creed 2011,Invictus Victory Paco Rabanne 2021,0.537,0.963,0.992,0.842
1868,Royal Oud Creed 2011,Jimmy Choo Man Aqua Jimmy Choo 2022,0.531,0.687,0.656,0.849
1869,Royal Oud Creed 2011,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.591,0.824,0.73,0.956
1870,Royal Oud Creed 2011,Layton Parfums de Marly 2016,0.65,0.976,0.996,0.935
1871,Royal Oud Creed 2011,Le Mâle Elixir Jean Paul Gaultier 2023,0.302,0.915,0.954,0.895
1872,Royal Oud Creed 2011,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.599,0.968,0.994,0.892
1873,Royal Oud Creed 2011,Legend Montblanc 2011 EAU DE TOILETTE,0.616,0.88,0.9,0.924
1874,Royal Oud Creed 2011,Legend Montblanc 2020 EAU DE PARFUM,0.67,0.863,0.921,0.927
1875,Royal Oud Creed 2011,Les Royales Exclusives - Spice and Wood Creed 2010,0.894,0.986,0.966,0.996
1876,Royal Oud Creed 2011,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.508,0.631,0.556,0.878
1877,Royal Oud Creed 2011,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.183,0.95,0.996,0.704
1878,Royal Oud Creed 2011,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.512,0.946,0.948,0.899
1879,Royal Oud Creed 2011,Millésime Impérial Creed 1994,0.511,0.898,0.751,0.97
1880,Royal Oud Creed 2011,Mousse Illuminée Rogue 2018,0.71,0.943,0.952,0.98
1881,Royal Oud Creed 2011,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.631,0.937,0.972,0.954
1882,Royal Oud Creed 2011,Myslf Yves Saint Laurent 2023,0.582,0.903,0.91,0.87
1883,Royal Oud Creed 2011,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.328,0.805,0.591,0.897
1884,Royal Oud Creed 2011,Oliver Strangers Parfumerie 2018,0.609,0.814,0.731,0.925
1885,Royal Oud Creed 2011,Oud for Greatness Initio 2018,0.865,0.901,0.95,0.991
1886,Royal Oud Creed 2011,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.895,0.932,0.959,0.993
1887,Royal Oud Creed 2011,Percival Parfums de Marly 2018,0.667,0.838,0.838,0.927
1888,Royal Oud Creed 2011,Polo Deep Blue Ralph Lauren 2020,0.478,0.684,0.646,0.941
1889,Royal Oud Creed 2011,Polo Red Parfum Ralph Lauren 2023,0.58,0.938,0.983,0.967
1890,Royal Oud Creed 2011,Reflection Man Amouage 2007,0.533,0.99,0.926,0.969
1891,Salted Green Mango Strangers Parfumerie 2019,1 Million Elixir Paco Rabanne 2022,0.302,0.673,0.49,0.907
1892,Salted Green Mango Strangers Parfumerie 2019,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.279,0.707,0.548,0.892
1893,Salted Green Mango Strangers Parfumerie 2019,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.453,0.792,0.748,0.905
1894,Salted Green Mango Strangers Parfumerie 2019,Acqua di Giò Parfum Giorgio Armani 2023,0.723,0.975,0.961,0.867
1895,Salted Green Mango Strangers Parfumerie 2019,Althaïr Parfums de Marly 2023,0.126,0.741,0.285,0.988
1896,Salted Green Mango Strangers Parfumerie 2019,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.242,0.862,0.543,0.909
1897,Salted Green Mango Strangers Parfumerie 2019,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.555,0.988,0.944,0.97
1898,Salted Green Mango Strangers Parfumerie 2019,Angels' Share Kilian 2020,0.169,0.633,0.259,0.974
1899,Salted Green Mango Strangers Parfumerie 2019,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.769,0.965,0.989,0.92
1900,Salted Green Mango Strangers Parfumerie 2019,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.387,0.87,0.588,0.923
1901,Salted Green Mango Strangers Parfumerie 2019,Aventus Creed 2010,0.749,0.952,0.924,0.883
1902,Salted Green Mango Strangers Parfumerie 2019,Awake Akro 2018,0.376,0.932,0.513,0.977
1903,Salted Green Mango Strangers Parfumerie 2019,Bad Boy Cobalt Carolina Herrera 2022,0.549,0.968,0.915,0.88
1904,Salted Green Mango Strangers Parfumerie 2019,Bentley for Men Absolute Bentley 2014,0.225,0.826,0.419,0.868
1905,Salted Green Mango Strangers Parfumerie 2019,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.841,0.967,0.994,0.988
1906,Salted Green Mango Strangers Parfumerie 2019,Bon Monsieur Rogue 2020,0.626,0.977,0.907,0.893
1907,Salted Green Mango Strangers Parfumerie 2019,Boss Bottled Elixir Hugo Boss 2023,0.214,0.797,0.359,0.861
1908,Salted Green Mango Strangers Parfumerie 2019,Boss Bottled Parfum Hugo Boss 2022,0.523,0.898,0.633,0.884
1909,Salted Green Mango Strangers Parfumerie 2019,Chrome Azzaro 1996 EAU DE TOILETTE,0.688,0.943,0.993,0.881
1910,Salted Green Mango Strangers Parfumerie 2019,Cigar Rum Strangers Parfumerie 2017,0.429,0.812,0.541,0.986
1911,Salted Green Mango Strangers Parfumerie 2019,Club Black Mercedes-Benz 2017,0.121,0.755,0.319,0.989
1912,Salted Green Mango Strangers Parfumerie 2019,Dark Akro 2018,0.198,0.798,0.42,0.972
1913,Salted Green Mango Strangers Parfumerie 2019,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.465,0.986,0.952,0.952
1914,Salted Green Mango Strangers Parfumerie 2019,Dior Homme Intense Dior 2011,0.129,0.689,0.437,0.958
1915,Salted Green Mango Strangers Parfumerie 2019,Dior Homme Parfum Dior 2014,0.142,0.669,0.418,0.932
1916,Salted Green Mango Strangers Parfumerie 2019,Eau Parfumée au Thé Blanc Bvlgari 2003,0.7,0.973,0.982,0.891
1917,Salted Green Mango Strangers Parfumerie 2019,Eau Parfumée au Thé Vert Bvlgari 1992,0.774,0.943,0.993,0.899
1918,Salted Green Mango Strangers Parfumerie 2019,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.161,0.652,0.265,0.931
1919,Salted Green Mango Strangers Parfumerie 2019,Eros Versace 2020 EAU DE PARFUM,0.593,0.853,0.833,0.835
1920,Salted Green Mango Strangers Parfumerie 2019,Explorer Montblanc 2019,0.725,0.978,0.932,0.881
1921,Salted Green Mango Strangers Parfumerie 2019,First Instinct Together Man Abercrombie & Fitch 2020,0.595,0.876,0.983,0.936
1922,Salted Green Mango Strangers Parfumerie 2019,Gentleman Givenchy Réserve Privée Givenchy 2022,0.192,0.704,0.345,0.868
1923,Salted Green Mango Strangers Parfumerie 2019,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.784,0.977,0.922,0.911
1924,Salted Green Mango Strangers Parfumerie 2019,Haltane Parfums de Marly 2021,0.321,0.755,0.482,0.885
1925,Salted Green Mango Strangers Parfumerie 2019,Hero Burberry 2022 EAU DE PARFUM,0.23,0.93,0.503,0.921
1926,Salted Green Mango Strangers Parfumerie 2019,Herod Parfums de Marly 2012,0.26,0.716,0.316,0.97
1927,Salted Green Mango Strangers Parfumerie 2019,Invictus Platinum Paco Rabanne 2022,0.567,0.945,0.947,0.867
1928,Salted Green Mango Strangers Parfumerie 2019,Invictus Victory Paco Rabanne 2021,0.361,0.8,0.578,0.857
1929,Salted Green Mango Strangers Parfumerie 2019,Jimmy Choo Man Aqua Jimmy Choo 2022,0.642,0.922,0.991,0.863
1930,Salted Green Mango Strangers Parfumerie 2019,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.813,0.975,0.99,0.946
1931,Salted Green Mango Strangers Parfumerie 2019,Layton Parfums de Marly 2016,0.453,0.818,0.603,0.93
1932,Salted Green Mango Strangers Parfumerie 2019,Le Mâle Elixir Jean Paul Gaultier 2023,0.088,0.699,0.422,0.946
1933,Salted Green Mango Strangers Parfumerie 2019,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.274,0.861,0.719,0.922
1934,Salted Green Mango Strangers Parfumerie 2019,Legend Montblanc 2011 EAU DE TOILETTE,0.691,0.991,0.921,0.885
1935,Salted Green Mango Strangers Parfumerie 2019,Legend Montblanc 2020 EAU DE PARFUM,0.546,0.983,0.885,0.885
1936,Salted Green Mango Strangers Parfumerie 2019,Les Royales Exclusives - Spice and Wood Creed 2010,0.745,0.936,0.835,0.941
1937,Salted Green Mango Strangers Parfumerie 2019,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.752,0.909,0.97,0.91
1938,Salted Green Mango Strangers Parfumerie 2019,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.342,0.773,0.641,0.902
1939,Salted Green Mango Strangers Parfumerie 2019,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.396,0.975,0.865,0.907
1940,Salted Green Mango Strangers Parfumerie 2019,Millésime Impérial Creed 1994,0.807,0.993,0.989,0.972
1941,Salted Green Mango Strangers Parfumerie 2019,Mousse Illuminée Rogue 2018,0.645,0.971,0.852,0.95
1942,Salted Green Mango Strangers Parfumerie 2019,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.196,0.722,0.483,0.97
1943,Salted Green Mango Strangers Parfumerie 2019,Myslf Yves Saint Laurent 2023,0.466,0.986,0.906,0.928
1944,Salted Green Mango Strangers Parfumerie 2019,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.738,0.974,0.985,0.994
1945,Salted Green Mango Strangers Parfumerie 2019,Oliver Strangers Parfumerie 2018,0.856,0.981,0.993,0.991
1946,Salted Green Mango Strangers Parfumerie 2019,Oud for Greatness Initio 2018,0.237,0.65,0.41,0.958
1947,Salted Green Mango Strangers Parfumerie 2019,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.238,0.7,0.438,0.954
1948,Salted Green Mango Strangers Parfumerie 2019,Percival Parfums de Marly 2018,0.792,0.975,0.96,0.909
1949,Salted Green Mango Strangers Parfumerie 2019,Polo Deep Blue Ralph Lauren 2020,0.827,0.934,0.98,0.885
1950,Salted Green Mango Strangers Parfumerie 2019,Polo Red Parfum Ralph Lauren 2023,0.586,0.976,0.758,0.95
1951,Salted Green Mango Strangers Parfumerie 2019,Reflection Man Amouage 2007,0.297,0.929,0.896,0.946
1952,Salted Green Mango Strangers Parfumerie 2019,Royal Oud Creed 2011,0.504,0.873,0.668,0.913
1953,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.47,0.782,0.959,0.872
1954,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.628,0.813,0.976,0.861
1955,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.666,0.879,0.982,0.916
1956,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.467,0.951,0.859,0.946
1957,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.536,0.849,0.88,0.959
1958,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.665,0.935,0.972,0.808
