link,upvotes,downvotes,inverse_rank,order,name,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Collection-Rive-Gauche-Pour-Homme-13737.html,53.0,49.0,1789.0,1071.0,La Collection Rive Gauche Pour Homme Yves Saint Laurent (male) ~ 2011,102.0,4.0,0.028314028314028312,0.5196078431372549,1642.5,790.5,0.48412698412698413
https://www.fragrantica.com/perfume/Guerlain/Guerlain-Homme-Eau-de-Parfum-2016-47793.html,157.0,89.0,3548.0,1356.0,Guerlain Homme Eau de Parfum (2016) Guerlain (male) ~ 2016,246.0,68.0,0.044787644787644784,0.6382113821138211,1967.0,466.0,0.6111111111111112
https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Man-Black-Orient-39256.html,83.0,68.0,2336.0,1700.0,Bvlgari Man Black Orient Bvlgari (male) ~ 2016,151.0,15.0,0.031145431145431144,0.5496688741721855,2230.5,202.5,0.52
https://www.fragrantica.com/perfume/Amouage/Beach-Hut-Man-46336.html,82.0,76.0,2044.0,972.0,Beach Hut Man Amouage (male) ~ 2017,158.0,6.0,0.02882882882882883,0.5189873417721519,1436.0,997.0,0.4945054945054945
https://www.fragrantica.com/perfume/Zadig-Voltaire/This-is-Him-39359.html,284.0,213.0,4324.0,1237.0,This is Him Zadig & Voltaire (male) ~ 2016,497.0,71.0,0.04555984555984556,0.5714285714285714,1850.5,582.5,0.5604606525911708
https://www.fragrantica.com/perfume/Ferrari/Bright-Neroli-30258.html,42.0,52.0,1573.0,1443.0,Bright Neroli Ferrari (unisex) ~ 2015,94.0,-10.0,0.02471042471042471,0.44680851063829785,2037.5,395.5,0.423728813559322
https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-VI-14661.html,49.0,61.0,1205.0,1040.0,The Library Collection Opus VI Amouage (unisex) ~ 2012,110.0,-12.0,0.024195624195624196,0.44545454545454544,1577.0,856.0,0.4253731343283582
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Oud-14610.html,21.0,20.0,960.0,936.0,Oud Maison Francis Kurkdjian (unisex) ~ 2012,41.0,1.0,0.027541827541827543,0.5121951219512195,1357.0,1076.0,0.4461538461538462
https://www.fragrantica.com/perfume/L-Occitane-en-Provence/L-Occitan-Eau-de-Toilette-2226.html,29.0,21.0,867.0,510.0,L'Occitan Eau de Toilette L'Occitane en Provence (male) ~ 2005,50.0,8.0,0.029343629343629343,0.58,272.5,2160.5,0.5
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Vitae-Forte-31404.html,19.0,20.0,503.0,217.0,Aqua Vitae Forte Maison Francis Kurkdjian (unisex) ~ 2015,39.0,-1.0,0.027027027027027025,0.48717948717948717,33.0,2400.0,0.42857142857142855
https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Ginepro-di-Sardegna-23851.html,29.0,23.0,863.0,514.0,Acqua di Parma Blu Mediterraneo - Ginepro di Sardegna Acqua di Parma (unisex) ~ 2014,52.0,6.0,0.02882882882882883,0.5576923076923077,282.5,2150.5,0.4868421052631579
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/L-Homme-Ultime-35659.html,256.0,221.0,4094.0,1467.0,L'Homme Ultime Yves Saint Laurent (male) ~ 2016,477.0,35.0,0.036293436293436294,0.5366876310272537,2056.5,376.5,0.5269461077844312
https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Black-48682.html,897.0,571.0,4906.0,655.0,Luna Rossa Black Prada (male) ~ 2018,1468.0,326.0,0.11119691119691119,0.6110354223433242,637.5,1795.5,0.6065683646112601
