name,link,upvotes,downvotes,year,order
The Moon Frederic Malle (unisex) ~ 2019,https://www.fragrantica.com/perfume/Frederic-Malle/The-Moon-56095.html,58,28,2019,74
Legend Eau de Parfum Montblanc (male) ~ 2020,https://www.fragrantica.com/perfume/Montblanc/Legend-Eau-de-Parfum-62583.html,59,31,2020,75
Invictus Legend Rabanne (male) ~ 2019,https://www.fragrantica.com/perfume/Rabanne/Invictus-Legend-54323.html,132,178,2019,76
Costume National Homme Parfum CoSTUME NATIONAL (male) ~ 2020,https://www.fragrantica.com/perfume/CoSTUME-NATIONAL/Costume-National-Homme-Parfum-64016.html,60,34,2020,77
Acqua di Giò Absolu Instinct Giorgio Armani (male) ~ 2019,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Absolu-Instinct-53764.html,83,81,2019,78
Illusione for Him Bottega Veneta (male) ~ 2019,https://www.fragrantica.com/perfume/Bottega-Veneta/Illusione-for-Him-55301.html,79,76,2019,79
The Black Knight Francesca Bianchi (unisex) ~ 2019,https://www.fragrantica.com/perfume/Francesca-Bianchi/The-Black-Knight-57019.html,66,50,2019,80
Bohemian Lime Goldfield & Banks Australia (unisex) ~ 2020,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Bohemian-Lime-60923.html,68,55,2020,81
Terrible Teddy Penhaligon's (male) ~ 2019,https://www.fragrantica.com/perfume/Penhaligon-s/Terrible-Teddy-55441.html,75,70,2019,82
Warm Black Zara (male) ~ 2020,https://www.fragrantica.com/perfume/Zara/Warm-Black-62359.html,82,85,2020,83
Les Absolus d'Orient Patchouli Ardent Guerlain (unisex) ~ 2020,https://www.fragrantica.com/perfume/Guerlain/Les-Absolus-d-Orient-Patchouli-Ardent-60494.html,53,28,2020,84
Etruscan Water Francesca Bianchi (unisex) ~ 2019,https://www.fragrantica.com/perfume/Francesca-Bianchi/Etruscan-Water-54516.html,62,47,2019,85
Emporio Armani Stronger With You Freeze Giorgio Armani (male) ~ 2020,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Freeze-58808.html,109,142,2020,86
Azzaro Pour Homme Ginger Lover Azzaro (male) ~ 2019,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Pour-Homme-Ginger-Lover-58656.html,62,51,2019,87
