name,link,upvotes,downvotes,year,order
Rafael Noses (unisex) ~ 2020,https://www.fragrantica.com/perfume/Noses/Rafael-69237.html,1,10,2020,184
Black Sugar Aquolina (female) ~ 2013,https://www.fragrantica.com/perfume/Aquolina/Black-Sugar-20863.html,1,10,2013,185
Cherry of Cashmere Les Fleurs du Golfe (unisex) ~ 2019,https://www.fragrantica.com/perfume/Les-Fleurs-du-Golfe/Cherry-of-Cashmere-66592.html,8,25,2019,186
Amarena Cherry Fragrenza (unisex) ~ 2019,https://www.fragrantica.com/perfume/Fragrenza/Amarena-Cherry-57977.html,5,19,2019,187
Empress Soki London (female) ~ 2022,https://www.fragrantica.com/perfume/Soki-London/Empress-76986.html,9,27,2022,188
Cerisier Papillon L'Occitane en Provence (female) ~ 2013,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Cerisier-Papillon-17345.html,5,19,2013,189
Oblique Rewind Givenchy (unisex) ~ 2000,https://www.fragrantica.com/perfume/Givenchy/Oblique-Rewind-2979.html,3,15,2000,190
Princess Revolution Vera Wang (female) ~ 2016,https://www.fragrantica.com/perfume/Vera-Wang/Princess-Revolution-38622.html,8,26,2016,191
Private Code Haute Fragrance Company HFC (unisex) ~ 2022,https://www.fragrantica.com/perfume/Haute-Fragrance-Company-HFC/Private-Code-76535.html,6,22,2022,192
Ris Tanama Renier Perfumes (unisex) ~ 2022,https://www.fragrantica.com/perfume/Renier-Perfumes/Ris-Tanama-76267.html,8,26,2022,193
Sweet Cherry Pie Sweet Essentials (unisex) ~ 2018,https://www.fragrantica.com/perfume/Sweet-Essentials/Sweet-Cherry-Pie-59943.html,4,19,2018,194
Kimonanthe Diptyque (unisex) ~ 2017,https://www.fragrantica.com/perfume/Diptyque/Kimonanthe-42943.html,3,17,2017,195
Lucky Number 6 Liz Claiborne (female) ~ 2006,https://www.fragrantica.com/perfume/Liz-Claiborne/Lucky-Number-6-1786.html,4,20,2006,196
Gio Antonelli Intenso Jequiti (female) ~ 2021,https://www.fragrantica.com/perfume/Jequiti/Gio-Antonelli-Intenso-70103.html,3,18,2021,197
La Collection M7 Oud Absolu Yves Saint Laurent (male) ~ 2011,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Collection-M7-Oud-Absolu-13735.html,17,47,2011,198
Major Me Paco Rabanne (unisex) ~ 2021,https://www.fragrantica.com/perfume/Paco-Rabanne/Major-Me-68723.html,6,25,2021,199
Amore Mio Eau de Parfum Jeanne Arthes (female),https://www.fragrantica.com/perfume/Jeanne-Arthes/Amore-Mio-Eau-de-Parfum-10215.html,8,30,0,200
Naked Moon Ubaya (female) ~ 2021,https://www.fragrantica.com/perfume/Ubaya/Naked-Moon-67021.html,7,28,2021,201
Attraction Desire For Her Avon (female) ~ 2021,https://www.fragrantica.com/perfume/Avon/Attraction-Desire-For-Her-65299.html,5,24,2021,202
Malizia Bon Bons Cherry Up Mirato (female),https://www.fragrantica.com/perfume/Mirato/Malizia-Bon-Bons-Cherry-Up-8755.html,3,20,0,203
Humor 5 Natura (female) ~ 2009,https://www.fragrantica.com/perfume/Natura/Humor-5-26115.html,5,24,2009,204
Bogart Pour Homme Jacques Bogart (male) ~ 2004,https://www.fragrantica.com/perfume/Jacques-Bogart/Bogart-Pour-Homme-7793.html,3,20,2004,205
Color Feeling Red Brocard (unisex) ~ 2020,https://www.fragrantica.com/perfume/Brocard/Color-Feeling-Red-63733.html,6,27,2020,206
Gary SpongeBob Squarepants (unisex),https://www.fragrantica.com/perfume/SpongeBob-Squarepants/Gary-28291.html,11,37,0,207
Cherry Saffron Tabbeau Place (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tabbeau-Place/Cherry-Saffron-71705.html,5,25,2021,208
Rose Griotte Les Parfums de Rosine (unisex) ~ 2021,https://www.fragrantica.com/perfume/Les-Parfums-de-Rosine/Rose-Griotte-65300.html,5,26,2021,209
Mad About You Pierre Guillaume Paris (unisex) ~ 2017,https://www.fragrantica.com/perfume/Pierre-Guillaume-Paris/Mad-About-You-57840.html,4,24,2017,210
Python Trussardi (female) ~ 1999,https://www.fragrantica.com/perfume/Trussardi/Python-1625.html,8,33,1999,211
Habibi ByBozo (unisex) ~ 2021,https://www.fragrantica.com/perfume/ByBozo/Habibi-70683.html,2,21,2021,212
Hiroshima Mon Amour Nez a Nez (female) ~ 2010,https://www.fragrantica.com/perfume/Nez-a-Nez/Hiroshima-Mon-Amour-11569.html,2,21,2010,213
Fröjd Svensk Parfym (unisex) ~ 2019,https://www.fragrantica.com/perfume/Svensk-Parfym/Froejd-55198.html,2,22,2019,214
